296
312
307
312
0
309
308
296
290
0
343
298
317
321
0
0
307
306
319
300
0
0
0
0
0
0
0
0
0
295
0
317
309
0
313
327
1
301
315
0
304
303
360
317
304
319
0
0
0
0
1
1
1
294
315
304
323
331
291
317
322
1
1
323
319
311
294
314
321
305
325
326
284
0
309
289
0
328
339
337
309
1
286
313
0
333
285
316
299
335
311
1
1
